date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:39:30	3304877/3304877	---M--	200	added ('OK')	image/png	etag:%22629ab0b3-326dad%22	https://secpriv.wien/images/SecPrivGroup.png	C:/Users/ponti/websites/secpriv/secpriv.wien/images/SecPrivGroup.png	(from https://secpriv.wien/)
17:39:30	90867/90867	---MCZ	200	added ('OK')	text/html	etag:W/%22629ab0b3-162f3%22	https://secpriv.wien/publications/	C:/Users/ponti/websites/secpriv/secpriv.wien/publications/index.html	(from https://secpriv.wien/)
17:39:30	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:30%20GMT	https://secpriv.wien/team/martina	C:/Users/ponti/websites/secpriv/secpriv.wien/team/martina	(from https://secpriv.wien/)
17:39:30	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:30%20GMT	https://secpriv.wien/team/matteo	C:/Users/ponti/websites/secpriv/secpriv.wien/team/matteo	(from https://secpriv.wien/)
17:39:30	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:30%20GMT	https://secpriv.wien/team/mauro	C:/Users/ponti/websites/secpriv/secpriv.wien/team/mauro	(from https://secpriv.wien/)
17:39:30	896/896	---M--	200	added ('OK')	image/svg+xml	etag:%226217b623-380%22	https://secpriv.wien/assets/w18/1.7.3/images/silhouette.svg	C:/Users/ponti/websites/secpriv/secpriv.wien/assets/w18/1.7.3/images/silhouette.svg	(from https://secpriv.wien/)
17:39:30	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:31%20GMT	https://secpriv.wien/team/anagha	C:/Users/ponti/websites/secpriv/secpriv.wien/team/anagha	(from https://secpriv.wien/)
17:39:31	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:31%20GMT	https://secpriv.wien/team/lukas	C:/Users/ponti/websites/secpriv/secpriv.wien/team/lukas	(from https://secpriv.wien/)
17:39:31	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jun%202022%2015:39:31%20GMT	https://secpriv.wien/team/philipp	C:/Users/ponti/websites/secpriv/secpriv.wien/team/philipp	(from https://secpriv.wien/)
17:39:31	17165/17165	---MCZ	200	added ('OK')	text/html	etag:W/%22629ab0b3-430d%22	https://secpriv.wien/projects/	C:/Users/ponti/websites/secpriv/secpriv.wien/projects/index.html	(from https://secpriv.wien/)
17:39:31	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:32%20GMT	https://secpriv.wien/team/jakob	C:/Users/ponti/websites/secpriv/secpriv.wien/team/jakob	(from https://secpriv.wien/)
17:39:31	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:32%20GMT	https://secpriv.wien/team/benjamin	C:/Users/ponti/websites/secpriv/secpriv.wien/team/benjamin	(from https://secpriv.wien/)
17:39:32	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:32%20GMT	https://secpriv.wien/team/simon	C:/Users/ponti/websites/secpriv/secpriv.wien/team/simon	(from https://secpriv.wien/)
17:39:32	26344/26344	---MCZ	200	added ('OK')	text/html	etag:W/%22629ab0b3-66e8%22	https://secpriv.wien/teaching/	C:/Users/ponti/websites/secpriv/secpriv.wien/teaching/index.html	(from https://secpriv.wien/)
17:39:32	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:32%20GMT	https://secpriv.wien/team/felix	C:/Users/ponti/websites/secpriv/secpriv.wien/team/felix	(from https://secpriv.wien/)
17:39:32	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jun%202022%2015:39:32%20GMT	https://secpriv.wien/team/amogh	C:/Users/ponti/websites/secpriv/secpriv.wien/team/amogh	(from https://secpriv.wien/)
17:39:32	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:33%20GMT	https://secpriv.wien/team/aakanksha	C:/Users/ponti/websites/secpriv/secpriv.wien/team/aakanksha	(from https://secpriv.wien/)
17:39:32	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:33%20GMT	https://secpriv.wien/team/giulia	C:/Users/ponti/websites/secpriv/secpriv.wien/team/giulia	(from https://secpriv.wien/)
17:39:33	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jun%202022%2015:39:33%20GMT	https://secpriv.wien/team/markus	C:/Users/ponti/websites/secpriv/secpriv.wien/team/markus	(from https://secpriv.wien/)
17:39:33	42140/42140	---MCZ	200	added ('OK')	text/html	etag:W/%22629ab0b3-a49c%22	https://secpriv.wien/team/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/index.html	(from https://secpriv.wien/)
17:39:33	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:33%20GMT	https://secpriv.wien/team/david	C:/Users/ponti/websites/secpriv/secpriv.wien/team/david	(from https://secpriv.wien/)
17:39:33	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:34%20GMT	https://secpriv.wien/team/alexander	C:/Users/ponti/websites/secpriv/secpriv.wien/team/alexander	(from https://secpriv.wien/)
17:39:33	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:34%20GMT	https://secpriv.wien/team/pedro	C:/Users/ponti/websites/secpriv/secpriv.wien/team/pedro	(from https://secpriv.wien/)
17:39:34	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:34%20GMT	https://secpriv.wien/team/marco	C:/Users/ponti/websites/secpriv/secpriv.wien/team/marco	(from https://secpriv.wien/)
17:39:34	14104/14104	---MCZ	200	added ('OK')	text/html	etag:W/%22629ab0b3-3718%22	https://secpriv.wien/alumni/	C:/Users/ponti/websites/secpriv/secpriv.wien/alumni/index.html	(from https://secpriv.wien/)
17:39:34	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:34%20GMT	https://secpriv.wien/team/carlotta	C:/Users/ponti/websites/secpriv/secpriv.wien/team/carlotta	(from https://secpriv.wien/)
17:39:34	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:34%20GMT	https://secpriv.wien/team/erkan	C:/Users/ponti/websites/secpriv/secpriv.wien/team/erkan	(from https://secpriv.wien/)
17:39:34	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:35%20GMT	https://secpriv.wien/team/lorenzo	C:/Users/ponti/websites/secpriv/secpriv.wien/team/lorenzo	(from https://secpriv.wien/)
17:39:34	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:35%20GMT	https://secpriv.wien/team/andreas	C:/Users/ponti/websites/secpriv/secpriv.wien/team/andreas	(from https://secpriv.wien/)
17:39:35	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:35%20GMT	https://secpriv.wien/team/mathias	C:/Users/ponti/websites/secpriv/secpriv.wien/team/mathias	(from https://secpriv.wien/)
17:39:35	11926/11926	---MCZ	200	added ('OK')	text/html	etag:W/%22629ab0b3-2e96%22	https://secpriv.wien/reach/	C:/Users/ponti/websites/secpriv/secpriv.wien/reach/index.html	(from https://secpriv.wien/)
17:39:35	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:35%20GMT	https://secpriv.wien/team/johannes	C:/Users/ponti/websites/secpriv/secpriv.wien/team/johannes	(from https://secpriv.wien/)
17:39:35	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:36%20GMT	https://secpriv.wien/team/christopher	C:/Users/ponti/websites/secpriv/secpriv.wien/team/christopher	(from https://secpriv.wien/)
17:39:35	11502/11502	---MCZ	200	added ('OK')	text/html	etag:W/%22629ab0b3-2cee%22	https://secpriv.wien/contact/	C:/Users/ponti/websites/secpriv/secpriv.wien/contact/index.html	(from https://secpriv.wien/)
17:39:35	99370/99370	---M-Z	200	added ('OK')	application/javascript	etag:%225d21dece96ce474f5f1ac122cbdef6eb+gzip%22	https://platform.twitter.com/widgets.js	C:/Users/ponti/websites/secpriv/platform.twitter.com/widgets.js	(from https://secpriv.wien/)
17:39:36	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:36%20GMT	https://secpriv.wien/contact	C:/Users/ponti/websites/secpriv/secpriv.wien/contact	(from https://secpriv.wien/)
17:39:36	18512/18512	---MCZ	200	added ('OK')	text/html	etag:W/%22629ab0b3-4850%22	https://secpriv.wien/work/	C:/Users/ponti/websites/secpriv/secpriv.wien/work/index.html	(from https://secpriv.wien/)
17:39:36	88145/88145	---M--	200	added ('OK')	application/javascript	etag:%226217b03a-15851%22	https://secpriv.wien/assets/w18/1.7.3/js/jquery.js	C:/Users/ponti/websites/secpriv/secpriv.wien/assets/w18/1.7.3/js/jquery.js	(from https://secpriv.wien/)
17:39:36	83568/83568	---M--	200	added ('OK')	application/javascript	etag:%226217b03a-14670%22	https://secpriv.wien/assets/w18/1.7.3/js/app.js	C:/Users/ponti/websites/secpriv/secpriv.wien/assets/w18/1.7.3/js/app.js	(from https://secpriv.wien/)
17:39:37	27902/27902	---M--	200	added ('OK')	application/javascript	etag:%22629ab0b3-6cfe%22	https://secpriv.wien/js/academic.js	C:/Users/ponti/websites/secpriv/secpriv.wien/js/academic.js	(from https://secpriv.wien/)
17:39:37	11784/11784	---MCZ	200	added ('OK')	text/html	etag:W/%22629ab0b3-2e08%22	https://secpriv.wien/internship/	C:/Users/ponti/websites/secpriv/secpriv.wien/internship/index.html	(from https://secpriv.wien/)
17:39:37	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jun%202022%2015:39:37%20GMT	https://secpriv.wien/css/webfonts/370AD1_0_0.eot	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/370AD1_0_0.eot	(from https://secpriv.wien/css/app.css)
17:39:37	12733/12733	---MCZ	200	added ('OK')	text/html	etag:W/%22629ab0b3-31bd%22	https://secpriv.wien/double/	C:/Users/ponti/websites/secpriv/secpriv.wien/double/index.html	(from https://secpriv.wien/)
17:39:37	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jun%202022%2015:39:38%20GMT	https://secpriv.wien/css/webfonts/370AD1_0_0.eot?	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/370AD1_0_0d41d.eot	(from https://secpriv.wien/css/app.css)
17:39:37	31376/31376	---M--	200	added ('OK')	application/octet-stream	etag:%22618d704e-7a90%22	https://secpriv.wien/css/webfonts/370AD1_0_0.woff2	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/370AD1_0_0.woff2	(from https://secpriv.wien/css/app.css)
17:39:39	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:38%20GMT	http://secpriv.wien/blog/en/	C:/Users/ponti/websites/secpriv/secpriv.wien/blog/en/index.html	(from https://secpriv.wien/)
17:39:39	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:39%20GMT	http://secpriv.wien/blog/de/	C:/Users/ponti/websites/secpriv/secpriv.wien/blog/de/index.html	(from https://secpriv.wien/)
17:39:39	41194/41194	---M--	200	added ('OK')	application/font-woff	etag:%22618d704e-a0ea%22	https://secpriv.wien/css/webfonts/370AD1_0_0.woff	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/370AD1_0_0.woff	(from https://secpriv.wien/css/app.css)
17:39:39	85528/85528	---M--	200	added ('OK')	application/octet-stream	etag:%22618d704e-14e18%22	https://secpriv.wien/css/webfonts/370AD1_0_0.ttf	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/370AD1_0_0.ttf	(from https://secpriv.wien/css/app.css)
17:39:39	14161/14161	---MCZ	200	added ('OK')	text/html	etag:W/%22629ab0b3-3751%22	https://secpriv.wien/blog/en/ethor-horst/	C:/Users/ponti/websites/secpriv/secpriv.wien/blog/en/ethor-horst/index.html	(from https://secpriv.wien/)
17:39:39	14641/14641	---MCZ	200	added ('OK')	text/html	etag:W/%22629ab0b3-3931%22	https://secpriv.wien/blog/en/lb-sess-int/	C:/Users/ponti/websites/secpriv/secpriv.wien/blog/en/lb-sess-int/index.html	(from https://secpriv.wien/)
17:39:40	34996/34996	---MCZ	200	added ('OK')	text/html	etag:W/%22629ab0b3-88b4%22	https://secpriv.wien/blog/en/tracing-app/overview/	C:/Users/ponti/websites/secpriv/secpriv.wien/blog/en/tracing-app/overview/index.html	(from https://secpriv.wien/)
17:39:40	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jun%202022%2015:39:40%20GMT	https://secpriv.wien/css/webfonts/ibm-plex-mono-v5-latin-ext_latin-regular.eot	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/ibm-plex-mono-v5-latin-ext_latin-regular.eot	(from https://secpriv.wien/css/app.css)
17:39:40	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jun%202022%2015:39:40%20GMT	https://secpriv.wien/css/webfonts/ibm-plex-mono-v5-latin-ext_latin-regular.eot?	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/ibm-plex-mono-v5-latin-ext_latin-regulard41d.eot	(from https://secpriv.wien/css/app.css)
17:39:40	41149/41149	---MCZ	200	added ('OK')	text/html	etag:W/%22629ab0b3-a0bd%22	https://secpriv.wien/blog/de/tracing-app/overview/	C:/Users/ponti/websites/secpriv/secpriv.wien/blog/de/tracing-app/overview/index.html	(from https://secpriv.wien/)
17:39:40	20560/20560	---M--	200	added ('OK')	application/octet-stream	etag:%22618d704e-5050%22	https://secpriv.wien/css/webfonts/ibm-plex-mono-v5-latin-ext_latin-regular.woff2	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/ibm-plex-mono-v5-latin-ext_latin-regular.woff2	(from https://secpriv.wien/css/app.css)
17:39:40	27016/27016	---M--	200	added ('OK')	application/font-woff	etag:%22618d704e-6988%22	https://secpriv.wien/css/webfonts/ibm-plex-mono-v5-latin-ext_latin-regular.woff	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/ibm-plex-mono-v5-latin-ext_latin-regular.woff	(from https://secpriv.wien/css/app.css)
17:39:40	59312/59312	---M--	200	added ('OK')	application/octet-stream	etag:%22618d704e-e7b0%22	https://secpriv.wien/css/webfonts/ibm-plex-mono-v5-latin-ext_latin-regular.ttf	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/ibm-plex-mono-v5-latin-ext_latin-regular.ttf	(from https://secpriv.wien/css/app.css)
17:39:41	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jun%202022%2015:39:41%20GMT	https://secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-300.eot	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-300.eot	(from https://secpriv.wien/css/app.css)
17:39:42	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:41%20GMT	http://secpriv.wien/team/elena/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/elena/index.html	(from https://secpriv.wien/)
17:39:42	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:42%20GMT	http://secpriv.wien/team/georgia/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/georgia/index.html	(from https://secpriv.wien/)
17:39:42	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:42%20GMT	http://secpriv.wien/team/martina/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/martina/index.html	(from https://secpriv.wien/)
17:39:42	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:43%20GMT	http://secpriv.wien/team/anagha/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/anagha/index.html	(from https://secpriv.wien/)
17:39:42	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:43%20GMT	http://secpriv.wien/team/matteo/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/matteo/index.html	(from https://secpriv.wien/)
17:39:42	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:43%20GMT	http://secpriv.wien/team/mauro/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/mauro/index.html	(from https://secpriv.wien/)
17:39:42	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jun%202022%2015:39:41%20GMT	https://secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-300.eot?	C:/Users/ponti/websites/secpriv/secpriv.wien/css/webfonts/roboto-v20-latin-ext_latin-300d41d.eot	(from https://secpriv.wien/css/app.css)
17:39:43	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:43%20GMT	http://secpriv.wien/team/lukas/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/lukas/index.html	(from https://secpriv.wien/)
17:39:43	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Jun%202022%2015:39:43%20GMT	http://secpriv.wien/team/jakob/	C:/Users/ponti/websites/secpriv/secpriv.wien/team/jakob/index.html	(from https://secpriv.wien/)
